"","mid","sec","s","r"
"14740",291987,68394420,73,38
"14741",209204,68399760,54,117
"14742",209204,68399760,54,117
"14743",206407,68405040,54,117
"14744",209202,68427300,54,117
"14745",206400,68435580,54,117
"14746",206399,68435760,54,117
"14747",206399,68435760,54,117
"14748",209192,68437860,54,117
"14749",209188,68438880,54,117
"14750",209189,68438880,54,117
"14751",266414,68439360,69,131
"14752",266413,68439480,69,131
"14753",266412,68439660,69,131
"14754",272312,68440860,32,64
"14755",27177,68441340,72,76
"14756",27177,68441340,72,106
"14757",27177,68441340,72,101
"14758",81319,68441340,72,76
"14759",81319,68441340,72,106
"14760",81319,68441340,72,101
"14761",31387,68442180,11,54
"14762",31385,68443080,11,54
"14763",194101,68448360,54,117
"14764",194101,68448360,54,117
"14765",27176,68450280,72,6
"14766",51771,68452260,102,37
"14767",75205,68457300,27,70
"14768",75205,68457300,27,7
"14769",75205,68457300,27,63
"14770",72325,68458920,81,51
"14771",209177,68461680,54,117
"14772",57763,68464620,34,33
"14773",194099,68465400,54,117
"14774",272753,68469120,111,32
"14775",272754,68469120,111,32
"14776",72320,68472840,81,51
"14777",30560,68473980,92,134
"14778",30560,68473980,92,134
"14779",72319,68475000,81,25
"14780",30558,68475120,92,126
"14781",299503,68481180,125,89
"14782",27175,68524620,72,131
"14783",235616,68535060,33,103
"14784",235616,68535060,33,75
"14785",235616,68535060,33,44
"14786",235616,68535060,33,34
"14787",235616,68535060,33,11
"14788",235616,68535060,33,126
"14789",209164,68535720,54,117
"14790",57764,68539140,34,75
"14791",57765,68539680,34,75
"14792",398521,68545680,5,56
"14793",171790,68553540,33,34
"14794",171790,68553540,33,34
"14795",171791,68554260,33,34
"14796",57766,68555460,34,33
"14797",30553,68556360,92,138
"14798",30553,68556360,92,134
"14799",30553,68556360,92,140
"14800",30552,68558400,92,138
"14801",30552,68558400,92,140
"14802",30552,68558400,92,134
"14803",30552,68558400,92,126
"14804",30552,68558400,92,141
"14805",30552,68558400,92,51
"14806",30550,68563620,92,25
"14807",321296,68563740,59,59
"14808",321296,68563740,59,59
"14809",41369,68567820,90,130
"14810",41369,68567820,90,130
"14811",188292,68608680,122,133
"14812",272309,68612460,32,64
"14813",27172,68617080,72,106
"14814",47522,68624160,85,135
"14815",47522,68624160,85,80
"14816",47522,68624160,85,104
"14817",47522,68624160,85,104
"14818",30548,68624280,92,126
"14819",19454,68629260,141,33
"14820",209153,68630040,54,6
"14821",209153,68630040,54,6
"14822",196804,68640540,78,85
"14823",196804,68640540,78,104
"14824",196804,68640540,78,80
"14825",198165,68640720,80,85
"14826",198165,68640720,80,104
"14827",1047,68642760,80,78
"14828",296717,68647440,54,45
"14829",296717,68647440,54,89
"14830",296717,68647440,54,72
"14831",296717,68647440,54,117
"14832",41365,68647800,90,90
"14833",82188,68648040,54,6
"14834",82188,68648040,54,6
"14835",51254,68665440,54,45
"14836",51254,68665440,54,89
"14837",51254,68665440,54,117
"14838",209150,68875980,54,6
"14839",27168,68876220,72,131
"14840",19451,68878260,141,103
"14841",209149,68880060,54,117
"14842",209148,68880180,54,117
"14843",41363,68881320,90,90
"14844",41363,68881320,90,90
"14845",398979,68881680,123,56
"14846",398979,68881680,123,117
"14847",244389,68881740,25,2
"14848",209145,68887500,54,29
"14849",209145,68887500,54,135
"14850",209145,68887500,54,117
"14851",209145,68887500,54,117
"14852",81317,68887860,106,111
"14853",81317,68887860,106,76
"14854",81317,68887860,106,72
"14855",81317,68887860,106,41
"14856",81317,68887860,106,146
"14857",81317,68887860,106,99
"14858",81317,68887860,106,84
"14859",81317,68887860,106,53
"14860",81317,68887860,106,139
"14861",81317,68887860,106,6
"14862",41360,68888220,90,130
"14863",398537,68888280,5,56
"14864",268738,68889240,74,48
"14865",268738,68889240,74,86
"14866",268738,68889240,74,9
"14867",268738,68889240,74,9
"14868",59853,68890860,24,104
"14869",59853,68890860,24,104
"14870",82185,68893980,54,6
"14871",7109,68897880,78,78
"14872",282087,68900520,109,73
"14873",282087,68900520,109,38
"14874",282087,68900520,109,73
"14875",282087,68900520,109,38
"14876",75192,68908080,27,70
"14877",75192,68908080,27,7
"14878",75192,68908080,27,63
"14879",58506,68909640,75,34
"14880",273532,68912400,112,139
"14881",208329,68918400,6,54
"14882",208332,68924400,29,135
"14883",208332,68924400,29,54
"14884",208332,68924400,29,135
"14885",208332,68924400,29,54
"14886",129028,68956440,54,117
"14887",209137,68956440,54,117
"14888",209129,68961060,54,6
"14889",213763,68961240,6,54
"14890",213763,68961240,6,54
"14891",209128,68961300,54,117
"14892",196807,68961420,85,80
"14893",196807,68961420,85,104
"14894",196807,68961420,85,80
"14895",196807,68961420,85,104
"14896",398547,68962680,5,56
"14897",196808,68966040,80,135
"14898",196808,68966040,80,104
"14899",196808,68966040,80,85
"14900",75188,68967900,27,70
"14901",75188,68967900,27,7
"14902",75188,68967900,27,63
"14903",171792,68974500,33,34
"14904",171792,68974500,33,141
"14905",82184,68979060,54,6
"14906",208344,68979780,6,54
"14907",208344,68979780,6,50
"14908",208344,68979780,6,106
"14909",235571,68981640,25,44
"14910",27163,68986800,72,106
"14911",27163,68986800,72,76
"14912",27163,68986800,72,101
"14913",88131,68990040,31,40
"14914",88131,68990040,31,7
"14915",88131,68990040,31,63
"14916",272305,68991360,32,38
"14917",272305,68991360,32,38
"14918",51182,68992440,54,117
"14919",75186,68992440,139,105
"14920",75186,68992440,139,102
"14921",75186,68992440,139,70
"14922",75186,68992440,139,37
"14923",51184,68995380,54,54
"14924",51184,68995380,54,54
"14925",41349,68997120,90,130
"14926",208353,68997240,6,54
"14927",208353,68997240,6,54
"14928",41348,68997300,90,90
"14929",41348,68997300,90,90
"14930",51185,68997300,54,117
"14931",41347,68997600,90,130
"14932",125170,69019440,54,117
"14933",51763,69039540,102,12
"14934",94026,69045540,64,112
"14935",27160,69048840,72,106
"14936",93546,69049920,65,64
"14937",27159,69051360,72,131
"14938",30538,69056160,92,118
"14939",30538,69056160,92,51
"14940",30538,69056160,92,126
"14941",30538,69056160,92,141
"14942",30538,69056160,92,138
"14943",30538,69056160,92,140
"14944",30538,69056160,92,134
"14945",30538,69056160,92,126
"14946",30538,69056160,92,141
"14947",30538,69056160,92,138
"14948",30538,69056160,92,140
"14949",30538,69056160,92,134
"14950",209117,69057900,54,117
"14951",209116,69058080,54,56
"14952",128434,69058260,54,117
"14953",235564,69058260,33,138
"14954",235564,69058260,33,103
"14955",235564,69058260,33,92
"14956",235564,69058260,33,140
"14957",235564,69058260,33,75
"14958",235564,69058260,33,44
"14959",235564,69058260,33,134
"14960",235564,69058260,33,25
"14961",235564,69058260,33,34
"14962",235564,69058260,33,11
"14963",235564,69058260,33,126
"14964",235564,69058260,33,138
"14965",235564,69058260,33,103
"14966",235564,69058260,33,92
"14967",235564,69058260,33,140
"14968",235564,69058260,33,75
"14969",235564,69058260,33,44
"14970",235564,69058260,33,134
"14971",235564,69058260,33,25
"14972",235564,69058260,33,34
"14973",235564,69058260,33,11
"14974",235564,69058260,33,126
"14975",41345,69064380,90,130
"14976",171793,69066060,33,45
"14977",209108,69067620,54,117
"14978",162398,69068880,96,79
"14979",162398,69068880,96,51
"14980",273523,69071460,112,69
"14981",273523,69071460,112,117
"14982",273523,69071460,112,139
"14983",273523,69071460,112,69
"14984",273523,69071460,112,117
"14985",273523,69071460,112,139
"14986",209105,69072660,54,117
"14987",158419,69074460,106,72
"14988",158419,69074460,106,41
"14989",158419,69074460,106,84
"14990",158419,69074460,106,76
"14991",158419,69074460,106,146
"14992",158419,69074460,106,99
"14993",158419,69074460,106,53
"14994",158419,69074460,106,111
"14995",158419,69074460,106,101
"14996",158419,69074460,106,52
"14997",199850,69074460,106,72
"14998",199850,69074460,106,41
"14999",199850,69074460,106,84
"15000",199850,69074460,106,76
"15001",199850,69074460,106,146
"15002",199850,69074460,106,99
"15003",199850,69074460,106,53
"15004",199850,69074460,106,111
"15005",199850,69074460,106,101
"15006",199850,69074460,106,52
"15007",94022,69075960,64,5
"15008",398992,69076080,54,56
"15009",234538,69078900,44,95
"15010",41343,69080640,90,130
"15011",51186,69093360,54,117
"15012",128403,69094260,54,117
"15013",51188,69108660,54,117
"15014",209100,69120780,54,117
"15015",213821,69120780,117,54
"15016",162399,69132300,51,79
"15017",75181,69135480,27,70
"15018",75181,69135480,27,7
"15019",75181,69135480,27,63
"15020",209093,69137220,54,117
"15021",38108,69137340,103,5
"15022",27154,69137460,72,101
"15023",27154,69137460,72,106
"15024",27154,69137460,72,76
"15025",81315,69137460,72,101
"15026",81315,69137460,72,106
"15027",81315,69137460,72,76
"15028",192094,69137700,139,117
"15029",244373,69143400,25,57
"15030",359114,69143400,25,57
"15031",268742,69143700,74,48
"15032",268742,69143700,74,86
"15033",244371,69146460,25,51
"15034",244371,69146460,25,81
"15035",196813,69146580,85,80
"15036",196813,69146580,85,104
"15037",196813,69146580,85,80
"15038",196813,69146580,85,104
"15039",235554,69147780,25,44
"15040",51760,69148620,102,37
"15041",269691,69148620,102,37
"15042",234537,69149460,44,25
"15043",30530,69151380,92,126
"15044",19443,69154140,141,126
"15045",401735,69156960,26,129
"15046",51189,69157200,54,117
"15047",244363,69160560,25,25
"15048",19441,69168660,141,92
"15049",189976,69177900,117,54
"15050",189976,69177900,117,117
"15051",209081,69209280,54,45
"15052",209081,69209280,54,89
"15053",209081,69209280,54,117
"15054",209079,69211860,54,117
"15055",19439,69221880,141,126
"15056",75179,69222120,27,70
"15057",75179,69222120,27,16
"15058",75179,69222120,27,55
"15059",75179,69222120,27,120
"15060",273515,69224460,112,89
"15061",273515,69224460,112,89
"15062",299641,69224460,112,89
"15063",299641,69224460,112,89
"15064",234536,69224700,44,25
"15065",75177,69225180,139,112
"15066",75177,69225180,139,105
"15067",75177,69225180,139,102
"15068",75177,69225180,139,70
"15069",75177,69225180,139,37
"15070",75177,69225180,139,30
"15071",75177,69225180,139,30
"15072",51224,69227280,54,45
"15073",51224,69227280,54,89
"15074",51224,69227280,54,30
"15075",284250,69229560,68,96
"15076",379180,69231240,118,45
"15077",19436,69232320,141,103
"15078",88105,69238440,27,40
"15079",51758,69239820,102,37
"15080",269692,69239820,102,37
"15081",19432,69240000,141,126
"15082",19431,69243060,141,126
"15083",235550,69248880,25,44
"15084",30524,69249900,92,126
"15085",30524,69249900,92,126
"15086",296723,69250800,30,89
"15087",41334,69252060,90,90
"15088",41334,69252060,90,90
"15089",41333,69252960,90,80
"15090",41333,69252960,90,85
"15091",41333,69252960,90,24
"15092",41333,69252960,90,135
"15093",41333,69252960,90,90
"15094",41333,69252960,90,130
"15095",41333,69252960,90,90
"15096",41333,69252960,90,130
"15097",209078,69260160,54,117
"15098",209078,69260160,54,117
"15099",209071,69311040,54,117
"15100",155655,69318000,54,45
"15101",155655,69318000,54,89
"15102",155655,69318000,54,30
"15103",125160,69319320,54,45
"15104",125160,69319320,54,89
"15105",125160,69319320,54,30
"15106",125161,69440220,54,45
"15107",125161,69440220,54,89
"15108",125161,69440220,54,30
"15109",51756,69472380,102,37
"15110",59839,69474120,24,90
"15111",59839,69474120,24,80
"15112",59839,69474120,24,85
"15113",59839,69474120,24,135
"15114",59839,69474120,24,130
"15115",59839,69474120,24,130
"15116",209062,69477240,54,117
"15117",118408,69478860,60,117
"15118",118408,69478860,60,117
"15119",209060,69480480,54,117
"15120",209060,69480480,54,117
"15121",46992,69483060,80,135
"15122",19427,69483120,141,138
"15123",19427,69483120,141,92
"15124",19427,69483120,141,140
"15125",19427,69483120,141,134
"15126",46991,69483420,80,135
"15127",46991,69483420,80,135
"15128",46990,69484980,80,135
"15129",59837,69486600,24,104
"15130",59837,69486600,24,90
"15131",59837,69486600,24,104
"15132",59837,69486600,24,90
"15133",196816,69486600,24,104
"15134",196816,69486600,24,90
"15135",196816,69486600,24,104
"15136",196816,69486600,24,90
"15137",46987,69486660,80,135
"15138",209054,69486780,54,117
"15139",321253,69486840,59,59
"15140",321253,69486840,59,59
"15141",46023,69488100,78,80
"15142",46023,69488100,78,135
"15143",46023,69488100,78,135
"15144",379172,69489540,118,118
"15145",379172,69489540,118,51
"15146",209047,69502740,54,54
"15147",209046,69502800,54,117
"15148",272297,69503880,32,64
"15149",94016,69506760,64,107
"15150",94016,69506760,64,32
"15151",196819,69511320,80,104
"15152",41326,69511380,90,90
"15153",41326,69511380,90,90
"15154",59833,69561120,24,90
"15155",27148,69568320,72,106
"15156",27148,69568320,72,76
"15157",27148,69568320,72,101
"15158",27147,69568620,72,76
"15159",27147,69568620,72,101
"15160",199839,69568620,72,76
"15161",199839,69568620,72,101
"15162",364091,69568680,16,69
"15163",364091,69568680,16,69
"15164",75173,69570960,139,105
"15165",75173,69570960,139,102
"15166",75173,69570960,139,70
"15167",75173,69570960,139,37
"15168",75173,69570960,139,30
"15169",75173,69570960,139,30
"15170",75172,69572760,139,105
"15171",75172,69572760,139,102
"15172",75172,69572760,139,70
"15173",75172,69572760,139,37
"15174",75172,69572760,139,30
"15175",75172,69572760,139,30
"15176",30513,69575220,92,140
"15177",296732,69575700,54,54
"15178",296732,69575700,54,117
"15179",244346,69578940,25,57
"15180",268759,69580800,74,48
"15181",268759,69580800,74,86
"15182",268759,69580800,74,48
"15183",268759,69580800,74,86
"15184",41324,69583980,90,142
"15185",209029,69586500,54,54
"15186",209029,69586500,54,54
"15187",209030,69586500,54,89
"15188",209030,69586500,54,89
"15189",208411,69586920,139,54
"15190",121220,69586980,54,117
"15191",208415,69593700,54,54
"15192",208415,69593700,54,117
"15193",208415,69593700,54,89
"15194",41319,69596100,90,130
"15195",41319,69596100,90,90
"15196",41319,69596100,90,130
"15197",41319,69596100,90,90
"15198",118405,69603600,60,77
"15199",118405,69603600,60,117
"15200",118405,69603600,60,117
"15201",118404,69651120,60,117
"15202",118403,69651300,60,123
"15203",209026,69654240,54,89
"15204",379171,69654240,118,45
"15205",379171,69654240,118,45
"15206",118402,69656520,60,123
"15207",235513,69658080,81,44
"15208",234518,69661260,44,81
"15209",128351,69662940,123,60
"15210",19416,69664140,141,126
"15211",19416,69664140,141,138
"15212",19416,69664140,141,92
"15213",19416,69664140,141,140
"15214",19416,69664140,141,134
"15215",209024,69673740,54,108
"15216",209024,69673740,54,54
"15217",209024,69673740,54,106
"15218",209024,69673740,54,117
"15219",209024,69673740,54,28
"15220",209024,69673740,54,89
"15221",27144,69679020,72,106
"15222",27143,69679260,72,101
"15223",72316,69680820,81,51
"15224",209021,69731640,54,117
"15225",209021,69731640,54,89
"15226",209021,69731640,54,45
"15227",209018,69733380,54,130
"15228",209018,69733380,54,135
"15229",209018,69733380,54,29
"15230",209018,69733380,54,117
"15231",27142,69735300,72,6
"15232",209017,69736500,54,130
"15233",213954,69736740,130,54
"15234",118399,69738360,60,117
"15235",118399,69738360,60,30
"15236",118398,69738660,60,49
"15237",118397,69738840,60,123
"15238",321208,69742080,59,59
"15239",321208,69742080,59,59
"15240",41311,69744900,90,90
"15241",41311,69744900,90,90
"15242",30501,69745920,92,140
"15243",19405,69747840,141,140
"15244",19405,69747840,141,140
"15245",234515,69748020,44,6
"15246",155658,69749640,54,30
"15247",155658,69749640,54,89
"15248",155658,69749640,54,45
"15249",155658,69749640,54,11
"15250",244329,69750660,25,51
"15251",192507,69751380,54,130
"15252",192507,69751380,54,135
"15253",192507,69751380,54,29
"15254",192507,69751380,54,117
"15255",209010,69753720,54,130
"15256",209008,69755400,54,117
"15257",401737,69757800,12,129
"15258",401737,69757800,12,26
"15259",401737,69757800,12,129
"15260",401737,69757800,12,26
"15261",27139,69759420,72,106
"15262",94013,69761880,64,81
"15263",94010,69762180,64,81
"15264",30496,69764160,92,138
"15265",30496,69764160,92,138
"15266",51194,69765240,54,30
"15267",31359,69768240,11,103
"15268",31359,69768240,11,103
"15269",244328,69769140,25,51
"15270",30494,69769260,92,138
"15271",5220,69769500,122,147
"15272",51742,69770640,102,37
"15273",73712,69771600,51,81
"15274",208460,69772740,130,54
"15275",33920,69778200,54,11
"15276",282082,69832020,109,73
"15277",282082,69832020,109,38
"15278",282082,69832020,109,73
"15279",282082,69832020,109,38
"15280",46970,69833100,80,104
"15281",46970,69833100,80,104
"15282",46969,69833220,80,85
"15283",31356,69834360,11,30
"15284",46016,69834600,78,80
"15285",46016,69834600,78,85
"15286",46016,69834600,78,104
"15287",46016,69834600,78,135
"15288",46016,69834600,78,135
"15289",196822,69834600,78,80
"15290",196822,69834600,78,85
"15291",196822,69834600,78,104
"15292",196822,69834600,78,135
"15293",196822,69834600,78,135
"15294",70971,69836220,29,29
"15295",70971,69836220,29,23
"15296",70971,69836220,29,135
"15297",70971,69836220,29,80
"15298",70971,69836220,29,130
"15299",70971,69836220,29,133
"15300",70971,69836220,29,122
"15301",7115,69836700,29,29
"15302",7115,69836700,29,142
"15303",46965,69836700,80,85
"15304",73711,69842100,51,81
"15305",60631,69844500,29,29
"15306",60631,69844500,29,23
"15307",60631,69844500,29,29
"15308",268774,69844680,12,86
"15309",268774,69844680,12,48
"15310",235490,69849180,51,44
"15311",5820,69852660,122,147
"15312",46963,69852660,80,104
"15313",46962,69852780,80,135
"15314",46961,69852840,80,130
"15315",94007,69853200,64,32
"15316",46957,69853380,80,135
"15317",46957,69853380,80,135
"15318",244320,69853440,25,84
"15319",46955,69853500,80,130
"15320",94006,69853920,64,81
"15321",42717,69854040,130,90
"15322",272287,69854100,32,65
"15323",268778,69855000,12,129
"15324",268778,69855000,12,26
"15325",268778,69855000,12,48
"15326",46013,69855960,113,80
"15327",244318,69856560,25,51
"15328",244317,69858660,25,51
"15329",40627,69859320,24,90
"15330",41305,69865440,90,90
"15331",41305,69865440,90,90
"15332",46948,69923760,80,85
"15333",267465,69977100,42,74
"15334",31354,70007400,11,33
"15335",291997,70008300,73,109
"15336",291997,70008300,73,38
"15337",82171,70024680,106,6
"15338",82170,70026900,106,6
"15339",208995,70076940,54,117
"15340",208994,70077420,54,117
"15341",41304,70079640,90,130
"15342",27136,70080960,72,41
"15343",191773,70081680,30,117
"15344",191773,70081680,30,117
"15345",208989,70082340,54,117
"15346",41303,70082820,90,90
"15347",41303,70082820,90,90
"15348",208986,70084800,54,117
"15349",208986,70084800,54,117
"15350",5818,70085760,122,147
"15351",196823,70085760,104,80
"15352",196823,70085760,104,80
"15353",158437,70088340,106,72
"15354",158437,70088340,106,41
"15355",158437,70088340,106,84
"15356",158437,70088340,106,76
"15357",158437,70088340,106,146
"15358",158437,70088340,106,99
"15359",158437,70088340,106,53
"15360",158437,70088340,106,111
"15361",158437,70088340,106,101
"15362",158437,70088340,106,52
"15363",46942,70088520,80,104
"15364",196824,70088520,80,104
"15365",196825,70090500,78,85
"15366",196825,70090500,78,104
"15367",196825,70090500,78,80
"15368",196825,70090500,78,85
"15369",196825,70090500,78,104
"15370",196825,70090500,78,80
"15371",75165,70091640,139,105
"15372",75165,70091640,139,102
"15373",75165,70091640,139,70
"15374",75165,70091640,139,37
"15375",75165,70091640,139,30
"15376",75165,70091640,139,30
"15377",398620,70092540,133,56
"15378",158439,70092600,106,72
"15379",158439,70092600,106,41
"15380",158439,70092600,106,84
"15381",158439,70092600,106,76
"15382",158439,70092600,106,146
"15383",158439,70092600,106,99
"15384",158439,70092600,106,53
"15385",158439,70092600,106,111
"15386",158439,70092600,106,101
"15387",158439,70092600,106,52
"15388",5817,70092720,78,147
"15389",41299,70092900,90,130
"15390",188170,70096680,122,133
"15391",188170,70096680,122,23
"15392",272284,70098000,32,4
"15393",208971,70098600,54,54
"15394",208971,70098600,54,54
"15395",51196,70100340,54,117
"15396",121193,70100340,54,117
"15397",208967,70101240,54,117
"15398",46937,70101540,80,147
"15399",46937,70101540,80,122
"15400",208965,70102020,54,117
"15401",366941,70102680,139,27
"15402",366941,70102680,139,120
"15403",366941,70102680,139,55
"15404",366941,70102680,139,69
"15405",46936,70106040,80,104
"15406",27130,70106100,72,101
"15407",72295,70107420,81,44
"15408",235483,70107420,81,44
"15409",268783,70109100,12,48
"15410",268783,70109100,12,48
"15411",72294,70109460,81,51
"15412",30488,70109700,92,126
"15413",30488,70109700,92,126
"15414",177068,70109700,92,126
"15415",177068,70109700,92,126
"15416",21394,70115100,126,141
"15417",88021,70116420,139,40
"15418",88021,70116420,139,21
"15419",88021,70116420,139,16
"15420",88021,70116420,139,62
"15421",88021,70116420,139,63
"15422",88021,70116420,139,31
"15423",88021,70116420,139,30
"15424",88021,70116420,139,30
"15425",294862,70116600,89,72
"15426",294862,70116600,89,64
"15427",294862,70116600,89,46
"15428",294862,70116600,89,21
"15429",294862,70116600,89,106
"15430",294862,70116600,89,33
"15431",294862,70116600,89,89
"15432",294862,70116600,89,2
"15433",294862,70116600,89,128
"15434",294862,70116600,89,112
"15435",294862,70116600,89,131
"15436",294862,70116600,89,69
"15437",294862,70116600,89,108
"15438",294862,70116600,89,6
"15439",294862,70116600,89,95
"15440",294862,70116600,89,4
"15441",294862,70116600,89,67
"15442",111874,70116960,106,72
"15443",111874,70116960,106,41
"15444",111874,70116960,106,84
"15445",111874,70116960,106,76
"15446",111874,70116960,106,146
"15447",111874,70116960,106,99
"15448",111874,70116960,106,53
"15449",111874,70116960,106,111
"15450",111874,70116960,106,101
"15451",111874,70116960,106,52
"15452",158445,70116960,106,72
"15453",158445,70116960,106,41
"15454",158445,70116960,106,84
"15455",158445,70116960,106,76
"15456",158445,70116960,106,146
"15457",158445,70116960,106,99
"15458",158445,70116960,106,53
"15459",158445,70116960,106,111
"15460",158445,70116960,106,101
"15461",158445,70116960,106,52
"15462",252277,70118520,67,19
"15463",51737,70119660,102,18
"15464",121194,70120020,54,117
"15465",208961,70152600,54,117
"15466",208959,70153860,54,117
"15467",208958,70154760,54,117
"15468",208957,70154820,54,117
"15469",208955,70164360,54,117
"15470",59816,70164480,24,90
"15471",273495,70168800,112,21
"15472",234501,70176720,44,81
"15473",72292,70177080,81,51
"15474",5810,70177800,122,147
"15475",41291,70177920,90,130
"15476",41291,70177920,90,130
"15477",273494,70178040,112,21
"15478",46934,70180680,80,135
"15479",266461,70184160,69,131
"15480",41290,70185660,90,104
"15481",30486,70188960,92,126
"15482",30486,70188960,92,126
"15483",158453,70189440,106,72
"15484",158453,70189440,106,41
"15485",158453,70189440,106,84
"15486",158453,70189440,106,76
"15487",158453,70189440,106,146
"15488",158453,70189440,106,99
"15489",158453,70189440,106,53
"15490",158453,70189440,106,111
"15491",158453,70189440,106,101
"15492",158453,70189440,106,52
"15493",208935,70191960,54,117
"15494",268788,70194120,12,48
"15495",234498,70198380,44,6
"15496",321196,70200240,59,5
"15497",30484,70202580,92,51
"15498",30483,70202760,92,51
"15499",59813,70206480,24,130
"15500",59813,70206480,24,90
"15501",59813,70206480,24,130
"15502",59813,70206480,24,90
"15503",401980,70236960,124,129
"15504",401980,70236960,124,26
"15505",401980,70236960,124,9
"15506",401980,70236960,124,74
"15507",401980,70236960,124,129
"15508",401980,70236960,124,26
"15509",401980,70236960,124,9
"15510",401980,70236960,124,74
"15511",235461,70254300,6,44
"15512",46932,70258740,80,135
"15513",46932,70258740,80,104
"15514",46932,70258740,80,85
"15515",127040,70260960,117,54
"15516",127040,70260960,117,30
"15517",127040,70260960,117,60
"15518",208512,70260960,117,54
"15519",208512,70260960,117,30
"15520",208512,70260960,117,60
"15521",72284,70261740,81,51
"15522",30481,70262640,92,138
"15523",30481,70262640,92,140
"15524",30481,70262640,92,134
"15525",30481,70262640,92,126
"15526",30481,70262640,92,141
"15527",82158,70262760,139,6
"15528",321185,70263300,59,5
"15529",321185,70263300,59,5
"15530",30480,70265220,92,126
"15531",30480,70265220,92,126
"15532",235456,70266480,25,44
"15533",268789,70269780,12,48
"15534",268789,70269780,12,26
"15535",268789,70269780,12,129
"15536",46929,70271040,80,85
"15537",5807,70273680,122,147
"15538",5807,70273680,122,147
"15539",268790,70274160,12,48
"15540",208515,70274820,117,54
"15541",296098,70279080,56,72
"15542",296098,70279080,56,125
"15543",296098,70279080,56,118
"15544",296098,70279080,56,49
"15545",296098,70279080,56,33
"15546",296098,70279080,56,133
"15547",296098,70279080,56,59
"15548",296098,70279080,56,60
"15549",296098,70279080,56,89
"15550",296098,70279080,56,23
"15551",296098,70279080,56,5
"15552",296098,70279080,56,117
"15553",296098,70279080,56,45
"15554",296098,70279080,56,77
"15555",296098,70279080,56,77
"15556",321177,70279080,59,59
"15557",321177,70279080,59,59
"15558",398736,70279080,56,72
"15559",398736,70279080,56,125
"15560",398736,70279080,56,118
"15561",398736,70279080,56,49
"15562",398736,70279080,56,33
"15563",398736,70279080,56,133
"15564",398736,70279080,56,59
"15565",398736,70279080,56,60
"15566",398736,70279080,56,89
"15567",398736,70279080,56,23
"15568",398736,70279080,56,5
"15569",398736,70279080,56,117
"15570",398736,70279080,56,45
"15571",398736,70279080,56,77
"15572",398736,70279080,56,77
"15573",267491,70280400,9,20
"15574",267491,70280400,9,93
"15575",267491,70280400,9,36
"15576",267491,70280400,9,124
"15577",267491,70280400,9,42
"15578",267491,70280400,9,74
"15579",267491,70280400,9,9
"15580",244299,70280460,25,95
"15581",235454,70281480,25,44
"15582",321171,70282740,59,80
"15583",118322,70284300,60,117
"15584",118322,70284300,60,54
"15585",118322,70284300,60,54
"15586",398737,70284840,56,56
"15587",398737,70284840,56,72
"15588",398737,70284840,56,125
"15589",398737,70284840,56,118
"15590",398737,70284840,56,49
"15591",398737,70284840,56,33
"15592",398737,70284840,56,133
"15593",398737,70284840,56,59
"15594",398737,70284840,56,60
"15595",398737,70284840,56,89
"15596",398737,70284840,56,23
"15597",398737,70284840,56,5
"15598",398737,70284840,56,117
"15599",398737,70284840,56,45
"15600",398737,70284840,56,77
"15601",398737,70284840,56,77
"15602",208520,70285980,60,117
"15603",208520,70285980,60,54
"15604",208520,70285980,60,54
"15605",208521,70286160,117,60
"15606",208521,70286160,117,54
"15607",208521,70286160,117,54
"15608",46928,70287780,80,104
"15609",46927,70288140,80,85
"15610",158328,70289580,99,52
"15611",172518,70291560,30,45
"15612",172518,70291560,30,33
"15613",172518,70291560,30,11
"15614",172518,70291560,30,117
"15615",172518,70291560,30,60
"15616",172518,70291560,30,54
"15617",172518,70291560,30,54
"15618",208523,70291560,30,45
"15619",208523,70291560,30,33
"15620",208523,70291560,30,11
"15621",208523,70291560,30,117
"15622",208523,70291560,30,60
"15623",208523,70291560,30,54
"15624",208523,70291560,30,54
"15625",155600,70312980,45,56
"15626",5805,70340520,122,147
"15627",196831,70343880,104,104
"15628",321169,70344480,59,59
"15629",321169,70344480,59,59
"15630",46926,70348440,80,59
"15631",30476,70350480,92,140
"15632",30474,70351200,92,140
"15633",380051,70355460,133,56
"15634",380051,70355460,133,118
"15635",380051,70355460,133,56
"15636",380051,70355460,133,118
"15637",321168,70361220,59,80
"15638",41282,70361520,90,90
"15639",46923,70361580,80,59
"15640",41281,70361880,90,130
"15641",41280,70362360,90,130
"15642",41280,70362360,90,90
"15643",41280,70362360,90,130
"15644",41280,70362360,90,90
"15645",57809,70364820,34,11
"15646",235447,70365480,143,44
"15647",321165,70365720,59,59
"15648",321165,70365720,59,59
"15649",244289,70368300,25,51
"15650",192230,70368360,30,117
"15651",192230,70368360,30,139
"15652",192230,70368360,30,117
"15653",192230,70368360,30,139
"15654",47350,70371780,135,80
"15655",192231,70371960,30,117
"15656",192231,70371960,30,139
"15657",192231,70371960,30,117
"15658",192231,70371960,30,139
"15659",41279,70374420,90,130
"15660",41279,70374420,90,24
"15661",41279,70374420,90,135
"15662",41279,70374420,90,90
"15663",41279,70374420,90,29
"15664",41279,70374420,90,90
"15665",41279,70374420,90,29
"15666",46920,70375980,80,104
"15667",46920,70375980,80,85
"15668",46920,70375980,80,135
"15669",196832,70375980,80,104
"15670",196832,70375980,80,85
"15671",196832,70375980,80,135
